PID;Game;Condition;Resolution;Framerate;R_F_Pair;Bitrate;Delay;Packetloss;VQ;VF;VU;VD;AC;IVF;IVU;IVD;ILU;IRD;Vision;Age;Gender;FreqGaming;Expertise;LikePlaying;Device;Monitor
20;Overwatch;58;720;60;720_60;1000;0;0;4,0;4,4;4,9;5,5;3,3;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;46;720;60;720_60;2000;0;0;4,7;5,4;5,2;5,9;5,3;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;53;720;60;720_60;2000;0;0;4,8;3,7;3,7;5,4;3,3;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;55;720;60;720_60;2000;0;0;4,5;4,5;4,5;5,2;3,4;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;45;720;60;720_60;4000;0;0;4,1;5,8;5,8;5,9;5,9;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;48;720;60;720_60;4000;0;0;4,7;5,8;5,4;5,9;5,3;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;59;720;60;720_60;4000;0;0;4,0;4,2;4,5;5,7;4,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;7;720;60;720_60;50000;0;0;5,3;6,1;5,4;6,0;6,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;25;720;60;720_60;50000;0;0;5,0;3,4;5,4;5,6;5,8;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;32;720;60;720_60;50000;0;0;5,2;6,0;5,6;5,0;5,8;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;LoL;44;1080;20;1080_20;2000;0;0;5,4;6,0;5,3;4,7;5,8;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Nier;2;1080;20;1080_20;50000;0;0;5,6;6,0;6,4;4,8;6,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;51;1080;30;1080_30;2000;0;0;4,8;3,5;3,9;5,7;3,7;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;57;1080;30;1080_30;2000;0;0;4,4;4,4;4,4;5,6;3,7;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;62;1080;30;1080_30;2000;0;0;5,0;4,7;5,7;6,0;5,2;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;5;1080;30;1080_30;4000;0;0;4,8;5,3;5,5;5,6;5,6;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;27;1080;30;1080_30;4000;0;0;4,8;4,8;6,0;4,2;4,8;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;70;1080;30;1080_30;4000;0;0;5,0;5,6;5,8;5,8;5,2;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;9;1080;30;1080_30;6000;0;0;5,5;5,8;6,0;6,1;6,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;38;1080;30;1080_30;6000;0;0;4,9;5,9;6,0;6,0;6,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;47;1080;30;1080_30;6000;0;0;4,1;4,5;5,4;6,0;5,1;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;41;1080;30;1080_30;50000;0;0;5,5;6,0;5,6;6,0;6,1;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;67;1080;30;1080_30;50000;0;0;5,4;6,0;5,5;6,0;6,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;73;1080;30;1080_30;50000;0;0;5,3;6,0;6,0;5,7;6,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;77;1080;30;1080_30;50000;0;0;5,0;5,8;5,8;5,8;5,8;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Nier;3;1080;60;1080_60;2000;0;0;3,0;6,0;2,0;6,0;2,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;18;1080;60;1080_60;2000;0;0;2,6;2,2;4,8;5,0;2,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;24;1080;60;1080_60;2000;0;0;3,4;6,0;2,6;6,0;3,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;36;1080;60;1080_60;2000;0;0;5,7;4,3;6,5;5,8;5,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;56;1080;60;1080_60;2000;0;0;4,6;2,4;5,0;5,8;3,1;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;26;1080;60;1080_60;4000;0;0;5,4;3,4;5,2;6,0;6,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;54;1080;60;1080_60;4000;0;0;4,5;5,0;5,0;5,3;4,8;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;61;1080;60;1080_60;4000;0;0;4,5;5,7;5,0;5,4;4,9;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;29;1080;60;1080_60;6000;0;0;3,7;3,4;5,0;5,0;4,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;40;1080;60;1080_60;6000;0;0;4,5;4,6;6,0;6,0;5,6;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;50;1080;60;1080_60;6000;0;0;4,1;4,3;4,3;5,7;4,7;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Rayman;17;1080;60;1080_60;50000;0;0;5,6;6,0;5,8;5,6;6,2;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Overwatch;76;1080;60;1080_60;50000;0;0;5,6;6,1;6,2;6,0;6,2;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
20;Dota;78;1080;60;1080_60;50000;0;0;5,1;6,0;5,6;5,8;6,0;5,0;4,0;6,0;6,0;5,0;3;1995;Male;20;4;5;Console;TV
21;Dota;15;480;30;480_30;300;0;0;1,7;1,9;1,9;2,0;1,9;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;43;480;30;480_30;300;0;0;2,0;2,7;1,8;5,0;2,2;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;66;480;30;480_30;300;0;0;2,2;2,2;2,4;5,1;2,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;16;480;30;480_30;1000;0;0;3,1;2,2;2,6;3,1;3,4;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;52;480;30;480_30;1000;0;0;2,5;2,8;2,4;5,1;2,9;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;68;480;30;480_30;1000;0;0;2,5;5,2;2,2;4,2;2,3;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;11;480;30;480_30;2000;0;0;3,7;5,6;2,1;5,2;3,4;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;71;480;30;480_30;2000;0;0;2,3;5,5;2,2;4,6;3,1;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;75;480;30;480_30;2000;0;0;3,8;5,2;2,3;4,5;2,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;14;480;30;480_30;6000;0;0;4,0;3,3;2,3;5,3;3,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;28;480;30;480_30;6000;0;0;3,8;5,1;3,0;5,2;3,4;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;65;480;30;480_30;6000;0;0;3,5;5,4;2,6;4,7;3,0;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;30;480;60;480_60;300;0;0;1,9;2,3;1,7;4,6;1,7;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;31;480;60;480_60;300;0;0;1,8;1,8;1,9;4,6;1,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;60;480;60;480_60;300;0;0;2,0;2,0;2,0;5,0;1,9;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;6;480;60;480_60;1000;0;0;3,7;4,9;2,5;4,8;2,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;34;480;60;480_60;1000;0;0;2,2;2,5;1,9;1,8;2,0;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;49;480;60;480_60;1000;0;0;2,7;2,3;2,6;5,2;2,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;19;480;60;480_60;2000;0;0;2,2;2,2;2,1;2,5;2,2;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;20;480;60;480_60;2000;0;0;3,8;5,4;2,2;5,5;2,3;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;21;480;60;480_60;2000;0;0;3,2;4,4;2,2;5,5;2,3;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Nier;1;480;60;480_60;4000;0;0;3,6;5,5;3,0;4,5;3,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;LoL;13;480;60;480_60;4000;0;0;3,7;4,6;2,8;4,5;3,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;22;480;60;480_60;6000;0;0;3,7;4,8;2,4;4,7;3,1;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;35;480;60;480_60;6000;0;0;3,5;3,2;2,2;4,4;3,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;72;480;60;480_60;6000;0;0;4,7;5,4;4,3;4,3;4,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;79;480;60;480_60;6000;0;0;4,4;5,5;2,9;5,5;3,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;4;720;30;720_30;1000;0;0;2,5;2,4;2,0;4,3;2,2;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;8;720;30;720_30;1000;0;0;3,4;3,2;2,9;3,9;3,7;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;37;720;30;720_30;1000;0;0;3,5;2,2;4,4;4,8;3,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;42;720;30;720_30;2000;0;0;4,8;5,3;4,8;4,7;4,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;64;720;30;720_30;2000;0;0;4,8;5,5;3,4;5,6;3,0;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;74;720;30;720_30;2000;0;0;3,5;2,8;2,6;5,2;3,3;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;39;720;30;720_30;4000;0;0;4,1;3,9;4,5;5,2;4,7;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;63;720;30;720_30;4000;0;0;5,3;5,2;5,2;5,6;5,3;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;69;720;30;720_30;4000;0;0;5,0;5,3;5,1;4,9;4,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;12;720;30;720_30;50000;0;0;4,8;5,7;5,1;5,3;4,4;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;23;720;30;720_30;50000;0;0;5,2;5,5;4,7;5,3;5,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;80;720;30;720_30;50000;0;0;5,4;5,6;5,6;5,6;5,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;10;720;60;720_60;1000;0;0;3,0;2,1;2,6;5,2;2,2;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;33;720;60;720_60;1000;0;0;2,0;2,1;2,2;1,8;2,2;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;58;720;60;720_60;1000;0;0;3,1;2,2;3,9;4,9;2,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;46;720;60;720_60;2000;0;0;3,9;4,9;3,4;4,8;3,0;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;53;720;60;720_60;2000;0;0;3,7;3,3;2,6;5,3;3,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;55;720;60;720_60;2000;0;0;3,1;2,5;3,0;4,8;3,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;45;720;60;720_60;4000;0;0;4,9;5,6;4,5;5,3;5,1;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;48;720;60;720_60;4000;0;0;3,8;3,8;3,4;4,9;3,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;59;720;60;720_60;4000;0;0;4,0;5,3;2,9;5,8;3,7;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;7;720;60;720_60;50000;0;0;4,9;5,5;4,8;5,5;5,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;25;720;60;720_60;50000;0;0;4,6;5,6;3,4;5,2;4,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;32;720;60;720_60;50000;0;0;5,6;5,7;5,3;5,1;5,4;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;LoL;44;1080;20;1080_20;2000;0;0;4,7;3,3;5,3;4,7;5,1;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Nier;2;1080;20;1080_20;50000;0;0;4,3;3,0;5,7;3,5;3,9;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;51;1080;30;1080_30;2000;0;0;3,7;2,7;4,9;4,9;3,9;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;57;1080;30;1080_30;2000;0;0;3,7;2,5;4,1;4,3;3,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;62;1080;30;1080_30;2000;0;0;4,0;2,3;4,5;4,2;4,2;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;5;1080;30;1080_30;4000;0;0;3,2;2,6;4,5;3,5;3,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;27;1080;30;1080_30;4000;0;0;5,0;5,3;5,0;5,5;5,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;70;1080;30;1080_30;4000;0;0;5,1;5,4;5,0;5,5;5,4;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;9;1080;30;1080_30;6000;0;0;5,1;5,4;5,6;5,4;5,4;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;38;1080;30;1080_30;6000;0;0;5,8;5,8;5,7;5,7;5,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;47;1080;30;1080_30;6000;0;0;5,1;5,1;5,0;5,1;5,1;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;41;1080;30;1080_30;50000;0;0;5,3;5,6;5,5;5,4;5,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;67;1080;30;1080_30;50000;0;0;5,9;5,9;5,9;5,9;6,0;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;73;1080;30;1080_30;50000;0;0;5,8;5,9;5,9;6,0;5,9;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;77;1080;30;1080_30;50000;0;0;5,8;5,8;5,8;5,5;5,7;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Nier;3;1080;60;1080_60;2000;0;0;2,0;2,1;2,2;4,7;2,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;18;1080;60;1080_60;2000;0;0;2,9;2,7;2,3;3,7;2,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;24;1080;60;1080_60;2000;0;0;3,0;3,2;4,7;5,3;3,3;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;36;1080;60;1080_60;2000;0;0;2,5;2,2;3,7;4,3;2,2;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;56;1080;60;1080_60;2000;0;0;3,9;2,6;4,7;4,8;3,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;26;1080;60;1080_60;4000;0;0;4,7;3,9;3,8;4,5;3,9;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;54;1080;60;1080_60;4000;0;0;3,7;2,6;4,3;3,9;3,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;61;1080;60;1080_60;4000;0;0;4,0;2,7;4,2;4,1;4,2;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;29;1080;60;1080_60;6000;0;0;4,9;4,5;5,6;5,1;4,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;40;1080;60;1080_60;6000;0;0;5,6;5,7;5,3;5,8;5,7;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;50;1080;60;1080_60;6000;0;0;3,8;2,7;3,6;3,7;3,5;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Rayman;17;1080;60;1080_60;50000;0;0;5,8;5,7;5,7;5,7;5,8;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Overwatch;76;1080;60;1080_60;50000;0;0;5,9;5,9;5,9;5,9;5,9;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
21;Dota;78;1080;60;1080_60;50000;0;0;5,6;5,6;5,6;5,3;5,6;5,8;6,0;5,0;4,0;5,6;3;1993;Female;5;3;4;Smartphone;largePhone
22;Dota;15;480;30;480_30;300;0;0;1,2;1,3;1,3;2,9;1,9;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;43;480;30;480_30;300;0;0;1,2;1,3;1,3;4,6;1,2;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;66;480;30;480_30;300;0;0;2,0;2,0;1,1;5,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;16;480;30;480_30;1000;0;0;4,0;3,6;2,0;4,6;2,1;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;52;480;30;480_30;1000;0;0;3,0;5,0;1,3;5,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;68;480;30;480_30;1000;0;0;3,0;4,4;2,8;3,4;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;11;480;30;480_30;2000;0;0;3,0;3,0;1,3;4,3;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;71;480;30;480_30;2000;0;0;3,6;4,6;2,7;4,6;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;75;480;30;480_30;2000;0;0;4,0;4,6;2,0;5,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;14;480;30;480_30;6000;0;0;3,3;3,6;4,4;3,6;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;28;480;30;480_30;6000;0;0;5,1;6,1;2,0;5,0;6,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;65;480;30;480_30;6000;0;0;4,0;4,6;3,0;4,4;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;30;480;60;480_60;300;0;0;1,3;1,2;1,2;6,0;1,2;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;31;480;60;480_60;300;0;0;1,1;1,2;1,2;3,0;1,2;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;60;480;60;480_60;300;0;0;1,1;1,1;1,1;2,0;1,3;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;6;480;60;480_60;1000;0;0;3,0;4,4;1,7;4,4;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;34;480;60;480_60;1000;0;0;3,0;3,0;1,2;4,4;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;49;480;60;480_60;1000;0;0;2,0;3,0;2,0;3,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;19;480;60;480_60;2000;0;0;2,0;2,0;2,1;5,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;20;480;60;480_60;2000;0;0;2,0;1,6;1,6;5,9;1,9;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;21;480;60;480_60;2000;0;0;4,0;3,0;1,0;5,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Nier;1;480;60;480_60;4000;0;0;5,0;6,0;3,0;5,1;6,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;LoL;13;480;60;480_60;4000;0;0;5,0;6,0;2,6;4,6;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;22;480;60;480_60;6000;0;0;4,0;6,0;2,0;3,0;2,2;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;35;480;60;480_60;6000;0;0;4,6;3,6;4,4;5,1;6,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;72;480;60;480_60;6000;0;0;3,0;4,6;2,3;4,4;2,1;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;79;480;60;480_60;6000;0;0;3,2;5,0;3,0;3,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;4;720;30;720_30;1000;0;0;2,0;2,1;2,0;2,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;8;720;30;720_30;1000;0;0;3,0;3,1;3,0;4,6;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;37;720;30;720_30;1000;0;0;4,0;2,1;4,6;4,6;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;42;720;30;720_30;2000;0;0;4,4;3,6;4,4;5,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;64;720;30;720_30;2000;0;0;3,4;3,8;3,3;3,6;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;74;720;30;720_30;2000;0;0;3,1;2,1;3,6;3,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;39;720;30;720_30;4000;0;0;4,0;3,0;6,0;3,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;63;720;30;720_30;4000;0;0;4,0;6,0;4,6;3,4;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;69;720;30;720_30;4000;0;0;3,3;5,1;3,0;2,0;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Rayman;12;720;30;720_30;50000;0;0;4,0;5,0;5,0;3,4;2,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Overwatch;23;720;30;720_30;50000;0;0;7,0;6,4;6,0;6,0;6,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
22;Dota;80;720;30;720_30;50000;0;0;4,4;3,5;4,4;5,0;6,0;6,7;6,0;3,0;4,0;6,0;3;1991;Male;10;4;5;PC;Desktop
